ID,Username,City,Country,Date,Comment
328,VikingChina,None,None,14-April-2016,"Guangzhou is just 100 medeters from Holiday Inn but on Shangxiajiu pedestrian streets there are many similar places. The menu is in Chinese only so if you are picky about what you eat you might prefer a more upsclae restaurant with English menu or photos."
329,588jtra,None,None,8-April-2016,"Good restaurant, no English menu but waitress was kind enough to help us out through ordering the dim sum process. Dim sum was delicious."
330,l00mac,None,None,5-April-2016,"Guangzhou restaurant located at wenchang road few step from holiday inn hotel, Crowed shopping area. Delicious Dimsum & price are reasonable"
331,M L K,Kuala Lumpur,Malaysia,20-March-2016,"This restaurant has good Chinese style ambience and is busy on a Sunday morning. if you would like to dine in a room instead of the main dining hall which is a little noisy, just pay extra for the Chinese tea charged per pax. The dim sum are served hot and taste good. Overall it's clean and brightly litted. Recommended if your are visiting Shangxiajiu Pedestrian Street."
332,johncque,Iloilo City,Philippines,4-March-2016,"This is a huge 3-storey restaurant in front of Holiday Inn Shifu Guangzhou and along the pedestrian shopping street. They have an English dinner menu. They are also quite popular for morning dimsum, however, there is no English dimsum menu. So ask your hotel concierge what to order and have him write it in Chinese in advance. Or, use Google translate with your mobile phone on data!"
333,serenaclaire,None,None,11-February-2016,"This restaurant is well worth a visit, as it offers traditional Cantonese cuisine. Its menu is pictorial which means you can come here if you cannot speak any Chinese."
334,Tsyyy,London,United Kingdom,1-February-2016,"Their service is good. patient and helpful waitress.
guide us in ordering.

This restaurant is very busy. Sometimes need to Q.

The food is tasty.
steamed fish, fried rice, fried eggs, dim sum,etc.

It is near to a shopping street, good place to enjoy great food.

It is quite pricey though."
335,Fredericuz_WC,None,None,31-January-2016,"If you would like to try the local Cantonese flavor, please must be there. The ambience is canton, the colleagues are canton, Everything what you have seen, observed, experienced belong to canton."
336,nikkinhuang,Sydney,Australia,27-January-2016,"This is the oldest restaurant in town and the place many locals would take their visiting friends. The food itself is always good - though not sure if it's really that superior to other well known Cantonese restaurants in the city. The decor is very typical Cantonese (big banquet hall, bright lights, huge TV screens with random broadcasts) so if you are after something a bit more atmospheric or romantic check out the Maxim Restaurant in shipaiqiao tianhe, the perfect blend of neurotic western decor and delicious Cantonese food."
337,KTD1978,London,United Kingdom,6-January-2016,"Craving some decent dim sum and found this place online. The place is seriously hectic. Get there very early in the morning otherwise you will be waiting about an hour. No one speaks any english at all so luckily I speak some limited cantonese and we had a family that was sharing our table who spoke some cantonese so he translated this into mandarin for us. Very interesting experience. The place is huge and the food is quite good."
338,LeatherTraveller,Oslo,Norway,30-December-2015,"Had a family holiday dinner at this old Guangzhou establishment Withaya group of 6. We went at about 8pm and was told that there is no more tables at the hall and need to pay RMB 15 per head to use the room. We had no choice but to pay the room fees which is not our fault. I felt they should at least offer the room FOC since it was not our fault.

We ordered about 8 dishes and had 2 blended jugs of drinks; Almond milk and corn milk which are refreshing and something new to some of us. The best dish was the clay pot baked rice with Chinese wax meat and sausages. The rest were just average and the waitress left out one of their most famous dish, the Wen Chang Chicken which is tender slices of chicken braised with a slice of ham and liver.

Overall, it is about RMB 120 per head which is above average for a similar restaurant in Guangzhou."
339,mmgegedidi,San Francisco,California,10-December-2015,"Went their for early 'tea'. Service not the greatest. You can be ignored for a while before getting any type of acknowlegement and service. Should you go. Yes. It is not just for the food - but to admire the historical background and architectural structure of this old restaurant."
340,BlueTravels,Boston Area,None,21-November-2015,"We hired a local guide for the day and this is the first place she brought us for traditional dim sum. She said that the restaurant was quite expensive later in the day but was a good value in the morning.

Not being very familiar with Chinese food, I can't say if it was better or worse than that served elsewhere, but the food was tasty and the experience enjoyable. The place was full of locals having breakfast on a Monday morning if that's any indication."
341,samanthas792,None,None,9-November-2015,"Wenchang chicken taste good, however those that do not eat liver, you must think twice ordering this dish. The chick is also tasty on its own. The dimsum has its standard, good & tasty! Love the yam cake."
342,Timothylow,Kuala Lumpur,Malaysia,13-October-2015,"Guangzhou Restaurant or Guangzhou Jiujia came highly recommended. Being listed as one of the The Fabulous Culinary Five of Guangzhou, I would have expectation better quality food from this 80 years old restaurant. I did not try their signature Wenjiang Chicken or any other special dishes but I ordered dim sum's most basic choices, Shrimp Dumplings (Har Gow) and Siu Mai (Pork Dumpling), both were pretty dry. The steamed sticky rice with chicken in lotus leaf wrap (Lo Mai Gai) was quite bland. Fortunately their Cantonese barbecue-pork-filled bun (Char Siu Bao) saved the day, with its juicy Char Siu fillings and soft dough. Overall experience was just average and it is not a 'Must Visit' for me as I would recommend other locations such as Daishifu Road or Up Down 9."
343,milkcandies,Singapore,Singapore,23-September-2015,"Restaurant has an old charm and the service was prompt. We ordered a serving of roast goose, mince pork steamed with salted fish, winter melon soup and stir fried broccoli. The roast goose was tender and the skin is fragrant. The sauce was so good we drizzled all of it on our rice! The mini winter melon soup was also very good. The clear soup was served in the winter melon itself with pieces of seafood and mushroom in it and it was really tasty and not too salty. The minced pork was very tasty too! The portion is too big for two of us and we can't finish the food.

Our bill came up to RMB287 though that could have fed up to 3 persons. But the portions are big so you can't order more variety of dishes for just two persons.

The restaurant is not noisy and has a pleasant environment for dining. They have clean toilets too. :)"
344,hanzai,None,None,25-August-2015,"Food Wise Is Good Service could better. In china standard it is consider an expensive restaurant. Located As Shi Fu Area walking street"
345,Abhijit13,Dubai,United Arab Emirates,13-August-2015,"If you are in Guanzhou then you must eat in Guanghou Restaurant...and let me tell you its huge and usually busy...although no need for reservation but you might have to wait...the menu is extensive and portions are huge...if you go with a Chinese friend then he will order the best otherwise also its not a problem as you can see the pictures and order..."
346,Frank Yuan Fan O,British Columbia,Canada,12-August-2015,"I grow up in Guang Zhou and migrated to Vancouver when I was 14 yrs old. After close to 20 years later, I travel back to my home town with my wife and 3 kids, some of my childhood friends took us around town to taste those special Chinese dishes. One of the place was Guangzhou restaurant for dim sum. I have known this place since I was a kid and in my memory that this is always a luxury place to dine. I am glad that I was able to take my wife and kids to try the food here, it really bring back a lot of memories. Many other places changed their style to more western fusion. A lot of food here in GuangZhou restaurant still has that traditional taste in it."
347,3Dphotographer,None,None,9-July-2015,"Wonderful full pictured menus show the rich variety of Cantonese food. The flavor is sublime and full of texture with taste."
348,ShekouJon,Morro Bay,California,27-May-2015,"This is one of the oldest establishment dating back to the last century. The service is commesurate with local expectations for flavor, freshness and services. It is not Panda Express or what you encounter in western  Chinese  restaurants. Enjoy it and try to judge it on its own merits."
349,AndrewChoo,None,None,21-May-2015,"Had my breakfast at Guangzhou Restaurant for 4 consecutive mornings. Tried different type of 'dim-sum'. Most of them taste great. The restaurant is quite pack with people everyday and so don't expect good and fast service."
350,jojozara,Gloucestershire,None,18-April-2015,"We went to the main one (2 Wenchang South Road) which has been open since 1935. It has come on a lot since some of the older reviews. Loved the décor and we were seated downstairs not far from the large central water feature. The menu is now in English as well as Chinese and also features big clear photos. Our waitress was friendly and welcoming and spoke good English. The food was delicious and very reasonable - the whole meal for 2 only cost about £18 including tea. A word of warning if like us you are new to China - dishes here are designed for sharing and we ordered far more than we could possibly eat even though it was only 4 dishes - one meat, one tofu, one rice and one vegetable. The food was good quality for the price. Lots of unusual things like lily flower, pumpkin and almonds. All in all a great experience and I would certainly recommend this place."
351,YXQ_YSK,Ipoh,Malaysia,17-April-2015,"We had one plate of smoked fish, cha siew, egg with pricked veggie and one soup.

The smoked fish that was supposed to be one of their specialty was nothing impressive, while the egg was bland and soup too salty.

Only the cha siew was decent.

The waitress lied that the soup came in a small serving but it was otherwise and proved too much for two of us.

Then they wanted to charge RMB 10 for a plate of chopped chilli.

When we called for the bill, they ordered us to the counter to settle it.

This is one restaurant where service does not exist."
352,AprilMalaysia,malaysia,None,2-February-2015,"Not worth the price as the food is below par. Even the highly recommended Wengchang Chicken. We relied completely on the waitress for recommendation as we do not know Chinese. The person who took our order keeps rushing us and did not do a good job. We ended up with big portions eats when there's only 2 of us. And we were like grazing cows as each dish comes with lots and lots of not so tender greens!"
353,FrancisK636,None,None,24-December-2014,"This is a traditional 5 star restaurant which serves very good Dim Sum for breakfast and chinese dishes for lunch and dinner. They are very popular for roasted goose."
354,Franstela,None,None,22-December-2014,"It is a place I always take my guests to go. I love dimsum and most of types of dumplings. This is a very Cantonese traditional dimsum and it's used to have long queu in the weekend morning."
355,CodyYew,Singapore,Singapore,21-December-2014,"Had a late dinner at this restaurant today, at their branch at Ti Yu Dong Road (体育东路).

When we arrived at 9pm, we asked if it was too late for them to accept our group of 20 (11 adults and 10 kids). They agreed, and seated our group in 2 separate tables of 10 each.

Service plunged the moment we stepped in - the restaurant manager was EXTREMELY UNHAPPY with our presence, pulling a long face throughout. Neither she nor her staff wore a smile on their faces.

To be fair, the food was tasty. It was unfortunate that the kitchen had run out of most food items on their menu, including the basic dishes like tofu and eggs. Or at least this was what we were made to believe.

Portions were thin but tasty.

Tea was an exorbitant rmb15 per person. If you do not want tea, a minimum of rmb8 is imposed on each person for drinking water (regardless whether u consume this water or not!).

The restaurant looks reasonably posh and inviting. The food as I mentioned earlier, would have been a pleasant and satisfying meal. However the service was deplorable!

Apart from putting up with their sour faces and bad service, we had to put up with comments such as:
1. (When food was served wrongly to our table) you will be fitting the bill for both tables anyway, so it doesn't matter who is going to eat it!
2. (When serving food to our table, one service staff said to another in an audible tone) looks like we won't be able to finish our work and go home tonight!
3. As we were towards the end of our meal at 9.45pm, they started switching off the lights in the dining hall. At 10pm, we were told by a junior staff they they were going to clear the table regardless.

My point is this - if you think that it's late and the staff aren't able to attend to our orders, pls just say it at the start. It's not like we took our own sweet time to order our food. In fact everything we ordered was either not available or not on the menu (eg a simple sunny side up!).
When we asked the restaurant manager to tell us what was available, she pulled a black face and unwillingly inter-com the kitchen.

Anyway, long story cut short : service is really bad, especially at the end of the day.

As we left the restaurant, we were SHOCKED to see that the table cloth was flipped over onto the table setting. These table cloth were long - almost touching patrons' shoes. The same tablecloth is then flipped over onto the table setting - how filthy!! Take a look at my pictures to see for yourself ..."
356,LeatherTraveller,Oslo,Norway,14-December-2014,"Just across Holiday Inn Shifu is one of the oldest restaurant in Guangzhou still fame for its Wen Chang Chicken, smooth slices of chicken steam with a thin slice or Chinese ham and chicken liver. When eaten together, the combined taste of the liver, ham and chicken is a nice balance of sensory sensations.
Pad RMB 600+ for 6 dishes for 6 pax which is a great value."
357,Tom Y,Las Vegas,Nevada,6-December-2014,"I heard so much about this restaurant that I decided to check it out. The restaurant had supposedly won awards for fine cuisines. Been a avid food advocate, I would search out great food. This one kind of left me disappointed simply the hype had not come up to my expectation. It is just a it above average, but not that good. I've to better dim sum Places.
Even their highly acclaimed Wen-Chang Chicken was not outstanding. Still it had decent dishes but visitors need to reset their expectations.

The place was clean, service was average to below average. Price was OK"
358,yanyany2012,Kuala Lumpur,Malaysia,27-November-2014,"Everage food (which I expected more).
Prawn dumpling skin very thick and not juicy.
I can hv better  Lao sa  bun in kl.
cheong fun - very starchy.
Fried carrot cake - acceptable
Siew mai and pork ribs- these are one of the best dish that I had in this restaurant.
Braised chicken feet- not nicely braised , still very tough.

Probably due to high recommendations also, previous trip to fo shan with very good and authentic dim sum therefore, disappointed with this restaurant."
359,Anthony V,None,None,7-November-2014,"Great range of choices for classic Canton meals or just Dim Sum. A must visit if you are in the region. Really enjoyed the food and service."
360,PJW82,None,None,4-November-2014,"Service reasonable, food looked Ok but full of sodium. Wouldn't go back. Also pricey for what it was."
361,hayd1405,None,None,17-October-2014,"Food is lovely, non smoking room on the 3rd floor is a must. Can chose as fine Chinese meal from pictures and descriptions. Staff rarely speak English but are very helpful"
362,Gwendeline L,None,None,19-September-2014,"Highly recommended if your are visiting Guang Zhou. Authentic local dishes and the food is excellent with good ambience."
363,Barbara V,None,None,18-September-2014,"I am a big dim sum fan. But I have never had dim sum this good before. They have a good range of vegetarian options which is a plus for me."
364,Ms_1226,None,None,23-June-2014,"We had a dinner and morning tea session at this place. The dinner was quite disappointing. The roasted pigeon was small, service was bad and they charge quite expensively as compared to other restaurants. Most people go because of the established name. However the tastes are just average. The roasted pork had only a few slices on a super large plate. All portions are relatively small as compared to other chinese restaurants. The morning tea was good though and the dim sum very nicely done. The taste was quite good though the braised chicken feet tasted bland."
365,bigwaverider9,Hayle,United Kingdom,6-June-2014,"Visited this restaurant on a China day tour from Hong Hong, booked via British Airways Holidays.

This was the highlight of the tour and after travelling into China for 5 hours to visit it was a let down. Very authentic, but the dim sum and other dishes were not as good as similar in HK.

All I can say is I have had dim sum in China."
366,ChrisRHilton,Surabaya,Indonesia,23-April-2014,"One of the best Dim Sum restaurants in Guangzhou. Awesome food and price is very good. Clean, simple, and easy for a nice Cantonese weekend Dim Sum Lunch (but no Dim Sum for dinner).

However service is quite poor and no English menus or English speaking staff. They are a volume driven restaurant, lots in and lots out... so dont go expecting good service. :-)"
367,lillies2012,New York City,New York,11-April-2014,"The food at the resturant was great. Very authentic. I had the roasted pigeon which was just delicious.

Con is that non of the resturant staff spoke English so it was a challenge communicating at times but most the menu is in Chinese and have pictures so ordering wasn't really much of a problem.

Would go again. Much cheaper than going to the hotel."
368,Andrew_Alin,Greater Adelaide,Australia,7-March-2014,"We ate here twice during our recent visit to guangzhou. Once for lunch, and again for dinner the following night.

The dimsum here is pretty good, with an extensive choice of offerings, food arrives quickly and piping hot, and prices are reasonable.

The dinner a la carte options are over-priced, and nothing we tried stands out.

This lack of consistency in food quality disuades us from another visit..."
369,HKPANG,Ipoh,Malaysia,21-February-2014,"I heard this is the best in guangdong dishes. Went for dinner at 5:30pm 21st Feb. Cheapest Tee Kuan Yin cost Yuan 8/pax. If you have 10pax they will charge Yuan 80.
Weird egg tarts and chix pastry must be 1/2 dozen. How to digest 12 pcs with 3 dishes for dinner. Mind you 2 pax. When you requested for take away they will charge yuan 2 for plastic box.
Weirdest so called original Cantonese since 1935 has Singapore fried noodles.
Nothing extraordinary but expensive. Ambience is average."
370,Jon C,Wilayah Persekutuan,Malaysia,2-January-2014,"Ok, I'd admit it was good in 2010.

But on my recent travels there, likely the chef has been poached somewhere else. I spend more than a thousand RMB for dinner, and expected good dishes. Only the fish was at par with Cantonese cuisine. Rest of the dishes you can find elsewhere. The lobster sucked big time.

During complaining, even the Captain agreed that the food was below par. Then she went to check with the chef. I don't understand why she'd check with the chef when she'd already agreed it's below par.

Instead of knocking the lobster dish out of the bill, they apologized with a complimentary fruit platter, in which the watermelons were tasteless and the oranges were sour. Crap. Typical Cantonese attitude of not giving a damn and trying to make a fast buck.

Yes the ambience is ok. But we come here for food quality, and we are willing to pay for it. It was good, but not any more.

If you are planning a meal here, I'd suggest you give this a miss. Really crap"
371,ReneeReview,None,None,18-December-2013,"Lovely ambiance with an abundance of affordable dim sum offerings. Come to see how traditional tea is served. This is their main location."
372,Magdalo1,Lapu Lapu,Philippines,11-November-2013,"I actually went during Chinese New Year where they had a special seasonal menu. It's a little intimidating if your Mandarin Chinese is rudimentary like mine is, even the Cantonese I picked up didn't help that much, but it's a restaurant and they know why you are there. It took a long time to seat us, but I later found out that the delay in service was because they were looking for an English speaker.
The waitress sat us down, and took the time to explain the menu, as well as the specials.
The food was outstanding, best Cantonese restaurant experience I've had."
373,Marcus F,Kuala Lumpur,Malaysia,13-July-2013,"Very lovely ambiance! Love the design inside the restaurant with a small pool in the center. Food is good but It's a bit pricey compared to other restaurants.

It's located at the famous shopping street, ShangXiaJiu, south road. Well air-conditioned place, especially after a hot morning / afternoon stroll at the shopping street.

If only they could keep the air-condition running after the last call for lunch order at 2.30pm, otherwise fantastic!"
374,yang x,guangzhou,None,22-June-2013,"always gothere for family time
yum cha . lunch. dinner
dimsum in the restaurant is delicious and maintains there quality.
its a historical and famous in guangzhou many travellers will come here to enjoy the taste of guangzhou
if you are a food-lover i wont suggest you to go there,but as a travller ,this would be nice place"
375,TravellerExotica,Sentosa Island,Singapore,19-June-2013,"I heard so much about this restaurant that I decided to even book a private room to host my travelling party. The restaurant had supposedly won awards for fine cuisines. Been a avid food advocate, I would search out great food. This one kind of left me disappointed simply the hype had not come up to my expectation. Even their highly acclaimed Wen-Chang Chicken could not match some of the places I have eaten during the trip. Still it had decent dishes but need to reset the expectations."
376,Jepoyng,None,None,17-February-2013,"It's a good restaurant, you just have to know what to order. The staff dont speak english, so be ready."
377,Jim U,Silverdale,Washington,22-January-2013,"We tried the restaurant twice the first was fair as far as food and service the second was terrible. We are here for another week and a half and we will never go back. The food was mediocre and the service was terrible. We had to actually stand up and get someone to serve us. The Chinese clientele did not seem to have a problem getting served. We were ther with our Chinese daughters the newest of which has a severe and open cleft lip and perhaps that was the problem. We try to always be extremely polite and in thinking back I don't remember doing anything untoward during the evening."
378,Steven881,Ontario,Canada,23-December-2012,"We have our best dim sum and chinese cuisine here. However everything in Chinese from menu to staff speaking only Cantonese or mandarin. We came here for breakfast and later for dinner. We were very happy with the food both times, excellent and the service was first class. I would rate this as a must for all that enjoy fine cuisine and very affordable too. The restaurant looks grand and majestic with beautiful 3 level views. A great place for fine dining."
379,LOTRing,Singapore,None,29-November-2012,"I understand this was an award-winning restaurant and was looking forward to visit - at any cost. I must say that the cost was definitely very high (as expected) and the standard disappointing. We ordered some of their famous dishes. Other than the roasted quail (best dish) the others are rather bland. The roasted goose was not well marinated (not sure if it was intended this way) and nothing compared to the one we had at Maxims Palace in Hong Kong. It seems that the chef wanted to bring out the original flavour of the food and thus not much seasoning was used. I would have rated this restaurant higher if the price reflects the food and service standards.
Service was quite bad. They have so many waitresses and captains but no one pay us much attention e.g. we had to ask them for rice - 3 times - before someone brings them over. The waitresses tried to avoid eye contact and each dish is served by a different person. They could reduce the no. of staff and thus reduce the price..."
380,CraigD102,None,None,23-August-2012,"Right in Pedestrian street, food was lovely although the wait staff struggled to understand English. Good prices. I would go back to dine there again"
381,arsenal298570,Kuala Lumpur,Malaysia,25-February-2012,"Just an ordinary chinese restaurant. I had great expection before going this place as it was rated as China top 4 ..., and of course i was dissapointed after trying the most famous dishes. Smoking was prohibited in this restaurant but there were smokers all around and the restaurant was not making any effort to stop them."
382,CMMAK,Kuala Lumpur,Malaysia,31-October-2011,"This place has been my favorite place for a few years since I started to stay in the Holiday Inn Shifu. Besides being near the hotel the food served is very authentic cantonese. The unfortunate thing is that, if you cannot read chinese, it is an distinct disadvantage.
Dim Sum starts at crack of dawn (730am) and the queue will peak at around 8am to 9am. On weekends, be prepared to wait for at least 30 to 45 mins. It is a good idea to go very early. The Chinese people will enjoy their breakfast for at least 3 hours!!! Some will sit there until lunch time to continue lunch !
It is an experience and it is a must to try!"
383,Jocelynnloi,Kuala Lumpur,Malaysia,10-November-2019,"Feel great from the moment you step into the premise. Warmly welcome and excellent service provided. No need to queue to be shown to a table. A personal waitress is there to serve you through the meal.
You can choose the type of soup base you want and also the level of thickness which iis not available in Malaysia.
The food is good and we have a great time enjoying the meal and most of all the world class service that they provide. A place everyone should go if you like hotpot"
384,ionutdragomir,Bucharest,Romania,27-April-2019,"In the vibrant Beijing street, surrounded by history and shops the HaiDiLao hotpot is the perfect restaurant to try a Chinese special cuisine. Easy to order (they have a tablet with full details) and full recommendation for foreigners. If you take also a spicy base for soup a coconut milk drink will help. Try as many types as possible for the complete experience! Enjoy!"
385,Sagittaurius,None,None,20-June-2018,"Food portion is huge and short waiting time compare to Singapore. Definitely not to be miss when in guangzhou"
386,vorakornc,Bangkok,Thailand,19-June-2018,"I went in at 5pm hoping the queue would not be too long, but I was really wrong about it as there were already 140 queue before me. The restaurant locate on 5th floor of what seems to be gold trade mall on lower level, if you are on pedestrian road you have to come to the side alley look for  hi  sign and take elevator up to 5th fl.

Once there, you will be greet and given queue by their host who don't speak english, though most welcoming and did try his best to tell me the wait will be long and that i can go shopping first. I came back about 1 hour later to find out there are 60 more queues to go, so I decided to just wait. I was directed to waiting area with free snack (didn't know what they were, so didnt try), some kind of sweeten drink, and paper with origami instruction.

It took about 2 hours for me to get a table. Once seated, I got a tablet to place order. With good recommendation from one of the waitress who can speak some english, I ended up ordering tomato based soup and spicy szechuan soup along with tofu shrimp ball, marble beef slice, 2 chinese veggies and house beer. Then I get to make my own dipping sauce, which seems to be the most fun part as there are over 30 bowls to choose into my mix. I ended up looking like an idiot walking back and forth cannot decide, and the same waitress came running to help make special sauce that will match what I ordered. The sauce consist of 11 different ingredient, and it tasted great. In the end, I also made my own sauce, but it did not taste as good. The waitress came back to help cook the food and talk once in a while. Overall, it was a good meal and good experience too! If I wasn't by myself, probably would have enjoyed it even more."
387,mytriman,None,None,7-June-2018,"We were not too sure about the soup base and asked more question and the waiter was showing impatient. Lousy service. Food was average only."
388,elainechewnh,None,None,11-May-2018,"Had HDL for the first time in Guangzhou and , as usual, their customer service was tip-top. Quite a variety of food and sauce to choose from."
389,ArtEngineeringM,None,None,30-April-2018,"We came during the peak hours and the staff were extremely patient and friendly. We had to wat for about an hour and a half, so they offered to safekeep our shopping bags and manicure services for my girlfriend. The food was of course amazing,it's about the same as what you would expect in other branches. The place was quite huge and generally large than most of the Haidilao I've ever been to (Singapore)."
390,Yipun J,None,None,5-January-2018,"Have been a fan of this Hotpot for many years, we try Haidilao every city in China. For this branch the service is great like usual. The food is fresh and high quality (but Beijing is better) Please noted that the queue will be so long in the evening, so pls prepare your time. (there is a games, nailed painted free service while you are waiting) We love it!"
391,fireblaster,Singapore,Singapore,26-November-2017,"Tried out this restaurant after reading rave reviews about it in Tripadvisor. We arrived at 4pm not having any reservations. We were told any later and we would have to wait quite long before we could get a table. There was a waiting area for customers where we could sit, play some board games and were provided complimentary drinks and tit bits.

Once ready we were ushered to our booth. Very comfortable and plush seats. We were given aprons to prevent our clothes getting stained by the splashes from the hotpot. They even gave us covers to protect our bags from getting splashed.
There was a wide variety of set meals to choose from. We had two soup bases – herbal chicken and tomato. Meats comprised of chicken, pork, prawn and fish. Crab sticks, fish balls, enoki mushrooms, etc. A server also did a kind of performance while stretching the handmade noodles.

The service was excellent. The servers were super attentive and prompt. A server even went to the extent of helping us de-shell our prawns as and when we cooked them (wearing disposable gloves of course, to ensure proper hygiene, so no worries). They greeted us whenever we went to and from the toilets.

Whilst the meal was just a hotpot meal and the food was nothing really fantastic, the quality, overall experience and treatment from the staff was a refresher from all the other places we ate at. In terms of value for money, do be prepared to pay a bit more. You should try this place at least once if you ever visit Guangzhou. And make sure to come early."
392,YUIEZ,None,None,25-November-2017,"Love Love Love Haidilao. This restaurant has the most amazing sichuan hotpot I’ve ever tasted. Impressive service. If you are coming for dinner, it might take about 2-3 hrs wait to be seated."
393,Simon S,None,None,13-November-2017,"Good and very nice ambience and friendly staff and of cos food. Thumbs up. A bit costly but everything is nice."
394,HappyTravelerSarah,Singapore,Singapore,30-September-2017,"We went to quite a number of Chinese restaurants in the 10 days we were in Guangzhou. Hai Di Lao offered the best customer service from the moment we stepped in to the waiting room, table and even the restroom. There were staff serving you with paper towels. The service was attentive and prompt. The food selection was not great but definitely sufficient for a sumptuous meal. We ordered a double pot with chicken soup and mala soup. The only complaint would be the MSG level in the flavourful chicken soup. Just too good to be true since I have a reaction to over strong levels of MSG. Nonetheless we had a great meal experience. Try their brand of beer which is newly launched and taste quite good actually."
395,yanananas,None,None,27-September-2017,"Definitely a must visit for hotpot lovers. Fresh food and exceptional service. Staff are friendly and attentive to the customer needs. All orders done via iPad and food is served in a brisk. My favorite soup base - tomato👍"
396,huitinga,Osaka,Japan,25-August-2017,"If you enjoy hotpot, then you must visit this place! I love the food and top notch service there. Special shout out to 2 of their staff, Yang Yan Qing and Zhou Jia Xin, for being extremely attentive and going all out to ensure my dinning companions and I had a pleasant experience. I enjoyed it so much that I visited the restaurant twice in 4 days !"
397,577svetoslavt,Varna,Bulgaria,22-April-2017,"For Europeans this will be unbelievable adventure in Chinese cuisine, but I advice you to visit with Chinese friends that can guide you.
The place has only one disadvantage - you have to wait for a table and least 40 min, if you have not reserved in advance."
398,emdrewl,None,None,13-February-2017,"Superb customer service, decent quality food and wide selection! The best part is this restaurant is 24/7 :)"
399,rcharit,Frankfurt,Germany,25-December-2016,"We have visited the place last year and came back today once more. It is in a shopping building, the first building on the left once you enter the pedestrian zone of the Beijing road. A modern facility with a young team and they always find a English speaking waiter to serve you. The process need to have some experience , but definitely worth eat. There is a enormous variety , and my suggestion take things you are comfortable with. We can advise the shrimps and the pork, bat all the rest is also delicious. They asked as how spicy should the chili sauce be and when I ordered the regular one we got it really spicy. We were 2 people - 3 different vegetables , 3 fish and 2 meat plates so that we could hardly finish, and paid 300rmb."
400,Melissasaw,George Town,Malaysia,24-August-2016,"First time here . Good service , variety sauces , advise to call up for reservation or take a number before . We came on weekday . Take a number . Waiting around 2hrs . Ramen made on the spot by the master . Good taste . Will come again ."
401,Hay L,None,None,25-June-2015,"This restaurant earns a fame for its excellent service, which began when we followed the long queue to wait to get in. There was a waiting area for hungry customers to enjoy snacks and drink for free.

Food quality was above average, better than any other sichuanese hotpot place i've been to. Staff were very attentive and served what you wanted sometimes even before we asked.

Don't miss dancing noodles - great attractions for taking photos, movies, post it online and show it off on Facebook.

At the end of the dinner, we left 20 yuan as a tip which is very unusual practice in China. Staff chased after us to return this tiny little money and smilingly refused to take it. The manager said,  no tip no tip. We will be 'more' happy to see you again than take this tip.  -- they really try every way to make customers happy!! Brilliant!!"
402,Long M,Kuala Lumpur,Malaysia,26-December-2014,"This place serves hotpot. Mainly 2 types of soup base - spicy and non spicy. You can have either one or both.

You choose what you want from the menu. However, salad and fruits is self service from the salad bar.

Since it is self cooking, there is little variation in taste, unless you want to drink the soup.

What is the main attraction is they are open 24 hours. So, you can eat round the clock... provided you don't fall asleep, and how much you can eat.

The crowd can be really pack. So, you either book a table or go early to get a table. Otherwise, you may end up waiting. And waiting can be really long. To compensate, there are board games for you to play, whilst you wait. Some were so engross in playing board games, they may forget about what is their purpose of coming to this restaurant."
403,arikolevy,None,None,11-January-2020,"The absolute best Hot-Pot Restaurant Chain in China. Incredible Service. Delicious food. Generous. Impressive. A delightful experience."
404,V7951Bandrews,Singapore,Singapore,18-June-2019,"Amazing service from this place as we arrived at peak hour distressed by the fact that we travelled to another HDL location that were under renovation yet were let in. Peak hour was so severe that it was initially a 4 hour wait. Received a few free gifts too!"
405,lktzu1489,None,None,14-April-2019,"Visited the restaurant at Beijing Lu after reading the good reviews. The staffs are friendly and helpful. The place is well organised and efficient. Ordered dishes arrived very fast and good part is it allowed portion order thus can tried many dishes without a hole in the pocket."
406,PushExplore,None,None,12-April-2019,"This is one of the most popular chains of hot pot. One of the nicer hot pot places in Gz as well. Food is nice and flavourful."
407,jenlim2014,Singapore,Singapore,18-March-2019,"Tried the one in Beijing Road no reservations to be make. Have to go early to take no. The staff there are friendly. 1 of our friend birthday so ask for the long noodles. Staff performance the la mee but accidentally the noodle touch the ground. soup base is nice. Varieties not as many as in Spore. Overall is not bad and it is rather cheap. 9 of us, total bill abt CNY1080 abt CNY120 each."
408,Ruben R,None,None,31-May-2018,"What is better the food or the service? When everything is so perfect... it's hard to decide. This brand is doing this well and they know it. For that reason most of their locations nationwide are always packed."
409,Peter M,None,None,23-January-2018,"This hotpot restaurant is great, fantastic foods with many of choices, excellent services! The restaurant can get super busy so its always advisable to have made a reservation!! Why not give it a try to experience to visit this restaurant!"
410,Michael543,None,None,19-December-2017,"Went here with infant.. they had a great baby bassinet and made the whole thing convenient. Great staff friendliness. Of course the food was fantastic"
411,534sonyah,Mumbai,India,30-October-2017,"One of the best (if not the best)hotpots I have had. Visited the place with some local friends, who did the ordering for us. You might find it difficult to order if you cant speak Chinese or do not have a local accompanying you. They have a huge variety of meats and vegetable to add to the hotpot and their sauce selection is commendable too. We even had them home deliver a hotpot once. Was a delight, both the times."
