ID,Username,City,Country,Date,Comment
1861,dibyajyoti2016,None,None,8-January-2017,"One of the must visit in Macau. The entire Cotai strip is an idle evening trip. The Venetian has everything a tourist desires in Macau. The Casino is huge. There are plentiful of restaurants."
1862,Ankita S,Navi Mumbai,India,6-December-2016,"A great place to be. If you are staying in Venetian in north block all you need to do is to be at this place. Amazingly beautiful, luxurious & just wow!!
There are many shops, food court, and also the most famous thing in Macau, the casino. The ceiling is decorated as the sky. Many types of goods and services are provided in the shopping mall. When you are tired, you can go to the food court around the shopping mall and have a chinese tea or any other drink."
1863,HarshitDravid,None,None,6-December-2016,"Stay at The Venetian' Macau is worth every buck. The place redefines Luxury and leaves you confused whether to spend your entire time inside this architectural marvel or venture out in the town. The rooms are elegant to say the least and a walk inside the hotel is a joyride, taking you through the streets and alleys of Venice.
The food for Indian travellers though (preferring Vegetarian food) could be a challenge as there are few options available.

Overall a great experience!!"
1864,21Candy,None,None,24-November-2016,"I could sit here all day and would try the food from every shop! How relaxing.. how enjoyable and very well done up!"
1865,Nathan L,None,None,23-November-2016,"I use to go there with my friends and shopping in the holiday, although we are all locals, this still an attractive place for us to relax. There are shopping mall, food court, and also the most famous thing in Macau, the casino, but this is another story. By the way, go back to the shopping mall and food court, the ceiling is decorated as the sky, so you would more free during shopping in the building. Many types of goods and services are provided in the shopping mall, as Macau is a globalized city, there are also goods coming from all over the world. When you are tired, you can go to the food court around the shopping mall and have a tea. After relaxing, you can then continue with you shopping trip. A personal recommendation is the Portuguese-style egg tarts of Lord Stow's Bakery, this is a delicacy which must try in Macau."
1866,Sin L,None,None,21-November-2016,"I and my friends are very like the Korean combination, bigbang. Because they feel really handsome, dancing really good to see, singing is a good look. I think a lot of girls will be like them. We went to Macau early that morning to eat and go, we went to the end of the puddle, in the vicinity to eat some snacks. Then we went to the Venetian. To the Venetian, we have seen a lot of people in the queue, it seems that their fans really good enthusiasm. Opening, the venue is screaming, we are looking forward to their appearance. Everyone was crazy that day. And good friends chasing star feel good. After the concert we went to a local store, eat supper, the happy end of today's trip."
1867,penxpaper,Cebu City,Philippines,16-November-2016,"The feel of the place is romantic and the people are nice and friendly. I recommend this place for people who likes to chill and also for the couples as it gives out this really romantic vibe. We rode the Gondola and it was really good. The staff who rowed the gondola sang 3 songs and it was nice. You could really appreciate the Venetian if you ride this but it's also okay if not."
1868,pLORAkeph,None,None,6-November-2016,"Venetian Macau is one of the most famous place to take photo. The place is cool and if you wanna have a good time, do not come on weekend. Shops around will make you feel even more happy."
1869,lenonkath,None,None,31-October-2016,"I love this place and it's romantic pleasure. I recommend this for honeymoon, business people, fashion people. It is pretty expensive in everything. It's attractive"
1870,357giuliat,None,None,31-October-2016,"The food was amazing and the wine was good. Amazing desserts! This restaurant has beautiful modern Chinese interiors."
1871,Sarflunden,London,United Kingdom,18-October-2016,"I've eaten in lot of sub standard Chinese restaurants. And I've eaten in Hakkasan.

North.is about as close as its possible to get to Hakkasan. It's the best northern Chinese restaurant I've eaten in.

No I'm not getting paid for this. Go you won't be disappointed."
1872,dmitrykE1984TN,None,None,16-October-2016,"Was here occasionally. Was going to neighbor restaurant, by reception's recommendation. But as far as that's restaurant was going to close, we stay at North. And we lucky, cuisine was wonderful. We sat at the noodle bar and was looking how Chef virtuously made different noodles. I ordered crab soup and noodles with vegetables. Super! Bon appetit!"
1873,saniigg,None,None,11-October-2016,"It was amazing to visit the Venetian! There was a food court which was fabulous with many different cuisines.👍🏼 and the decorations and the best part was the above artificial sky☄️ it was creative and beautiful. Overall, i loved this place"
1874,Whatdathink,Sydney,Australia,25-September-2016,"Very large Asian restaurant you can see the chefs making the noodles and another window where the dumplings are made. The food was good a must is the crispy skin duck pancakes. The dumplings were also worth ordering. The service was a little difficult with the language barrier. Certainly not a restaurant if you are on a budget though a good selection of dishes."
1875,Lily M,None,None,24-September-2016,"Interesting place with fine interior design. Buildings looks so real. Spacious feel even there were many tourist."
1876,815dhk,None,None,18-September-2016,"It was entertaining to see the noodle chef hand making noodles for us. I had to order 2 dishes of sweet sour prawns. It was just amazing!"
1877,Leo R,None,None,12-September-2016,"For a bowl of average tasting noodles, this place is too expensive. Street noodles in China or HK are much more delicious. You are paying casino prices, ie expensive, for a very average tasting meal. Service is OK but they seem under-staffed."
1878,Manuelsaveramirez,None,None,12-September-2016,"I really like this place, the food and the venue are amazing, we visited this place for second time and we try different food, we love the noodle soup with beef and the banana dessert taste wonderful! We will visit again for sure!"
1879,LevinMoshe,None,None,11-September-2016,"An AWSOME food & Service, Private Rooms. In one word: the best Peking-Duck EVER tried. Have our Great Recommendation."
1880,Mayurpatell,None,None,21-August-2016,"This is a amazing place. Great interior and picture perfect place. During mid night can feel like open sky. Best ever painting work. Excellent...Must visit and fill it."
1881,LNZ0808,LNZ,None,21-August-2016,"Amazing! The whole ambiance, with 2 show kitchens where in one of them they make the noodles fresh. I could have sat there for hours just watching the chef in action.
We had ordered a hot and sour soup, the crispy duck, a bit of chicken, dumplings and the fried banana.
The service was very friendly, and spot on. The food... I WANT MORE! Really good.
Just watch out, there are 2 North at The Venetian, I was at the one close to the reception, not too far away from the Cartier shop."
1882,Yee_MC,None,None,1-August-2016,"Nice place to take photos. Food are awesome and can get Asian food to Western.Whether you are looking for antiques, traditional Chinese handicrafts, or high-end fashion the Venetian Macau really has it all ."
1883,cosywinter,None,None,6-July-2016,"North wing of Venetian gather lots good over the world. From local to Singapore to Indian to western! However, the food are over priced. Great place for shopping too."
1884,Sumit J,None,None,3-July-2016,"North tower is close to food court & also Venetian shoppes. You are connected to other resorts from within the Venetian. Sands resort, Four Seasons, Parisian Macau & Venetian are all connected."
1885,travelpamore2,None,None,21-June-2016,"There are a lot of choices from the usual hohum to the adventurous. The ambience was great! It's like dining al fresco, very relaxing."
1886,masorob,Barcelona,Spain,15-June-2016,"The place is very nice and clean. The staff especially Filipinos are very accommodating and friendly. I have tried other hotels across venetian like Galaxy which is more expensive which I never enjoyed because their staff cannot express themselves well and majority are Chinese staff who talks to their customers   as if I owe her/him !!! The people of venetian are more hospitable and friendly. Rooms are very clean and big. I feel very happy whenever I stay in the Venetian Hotel for vacation . Im planning to go back this year again ."
1887,Teaseruk,None,None,20-May-2016,"A great first experience of Northern Chinese cuisine. Reasonably priced and good quality food. Sit around the kitchen 'bar' for the best view of the chefs hand stretching and freshly preparing made to order noodles. Will definitely revisit and try more of the menu."
1888,ChrisGray,The Hague,The Netherlands,5-May-2016,"I visited this place with my wife and friends and mostly it was good. I have the feeling that once we had found the dishes suiting our tastes more then I would enjoy it more. I know this sounds obvious but the menu is extensive and much on it is quite unfamiliar to me so a good deal of guessing was done regarding what the food would be like. There was nothing that we had that was outstanding but some tasty dishes such as the fried pork and chicken with potatoes and fresh noodles. I would come back again for a quick light lunch or dinner as the price was reasonable but I would not come back here for a special occasion or a long dinner with friends as there are better options."
1889,lberezovski,None,None,25-April-2016,"Wow it's beautiful. We were there at night but it is like day time. It has been designed like the one in Vegas but on a smaller scale. I have also enjoyed the gondola."
1890,HB511318,Macao,Portugal,21-April-2016,"The Venetian is a big shopping mall, it offers world class dining, shopping and entertainment and luxurious suite rooms all under one big roof. Big may be an understatement. There is definitely something for everyone regardless of the young or the old, that’s why Venetian Macao Resort Hotel has become one of the must-visit tourist attractions in Macau. The Venetian also hold on many world renowned concerts and exhibitions such as The Titanic Exhibition, Human Bodies exhibition and Korean group concert. There are many mid-range shops in The Venetian, as well as a food court that offers an international selection of cuisine. While the food there may not be wholly authentic or very delicious, it is definitely decent enough to whet your appetite. You can try best eggs tarts in Macau from Lord Stow’s bakery. The Venetian also provides a picturesque background for taking pictures or simply breathtaking viewing pleasure, especially in the night when it is alight with colourful lights and decorations. The Venetian is a place to shopping, gambling. And also feeling the Las Vegas. There are different price level’s goods in it and it free to everyone’s come in. Macao is too small area. I cannot find too much shopping mall in it. I think it is a nice place to shopping and relax in my weekend."
1891,SupattraPi,Bangkok,Thailand,21-April-2016,"We looked at the review and decided to try The North and we did not disappoint at all. Restaurant atmosphere is very nice and cozy. We ordered 4 dishes and all taste very good. Service is also good, they also recommended us what to order too - we were unsure as so many dishes in the menu. We did not try any dessert because main dish already quite large portion."
1892,Greg W,None,None,20-April-2016,"Had really good time, sharing delicius meals with friends and best ever kung po chicken ever. Very attentive customer service."
1893,gauravtyres,None,None,30-March-2016,"Great hotel property as big that you may be lost. Enjoy the mall, big bands, gandola ride and shop. This area has a man-made sky above which looks very natural."
1894,Idracab31,None,None,28-March-2016,"I have been there many times with many different friends / family from all around the world and I have never been disappointed. Always a pleasure and great experience."
1895,Kcupcake1968,None,None,26-March-2016,"The small coffee shop is great for cake and coffee -service is very friendly and the young man who served us was wonderful"
1896,Julia L,Melbourne,Australia,22-March-2016,"Had a dinner with family yesterday, the restaurant has nice oriental design, the staffs are very helpful and friendly. There's always one staff stand close to our table and quickly attend to us before I even ask her to come. All the food we ordered are nice. Just be mindful, there's one spice which is their authentic Sichuan cuisine, it's kind of like pepper but when you bite, it taste a bit spicy and has specific aroma in your mouth. Try the fresh salad, the wanton and chicken kungpao. Clear vegetable and tofu soup is also very nice. We had nice experience there."
1897,jeweljuniorw,Singapore,Singapore,16-March-2016,"Food is great and staff are extremely helpful. Visited twice and we had special occasion on each visit. They helped us every details which made our occasions very successful, the food are really great taste and good presentation. It's good price too if you have Sands Membership card. Average spending around 200-300 per pax."
1898,amandam815,Glasgow,United Kingdom,11-March-2016,"Visited here on 9th March for dinner and had a very enjoyable meal. The restaurant is beautifully decorated and spacious. It was quite quiet when we visited.

We had the crispy pork with rice and slow cooked beef with rice along with vegetable dumplings and a glass of wine and beer. The total cost was £40 which was reasonable given the quality of food. Only negative, we didn't finish the dumplings as found these to be quite bland compared with others we had during our trip to Hong Kong and Macau."
1899,ChinaBeaker,None,None,2-March-2016,"Great part of the Macau dining scene. I go here monthly for the Dan Dan noodles and Kung pao chicken, it's my high calorie Asian craving that is completely satisfied by the time I leave. Recommend highly!"
1900,paulo69,Lagos,Portugal,28-February-2016,"Stopped in off the free bus from the ferry with a friend who knew the place. Great decor with a show kitchen in the middle, where cooks performed gymnastics with noodles . We had several types of dumplings, a wonderful cold okra salad, a fish chilli stew and two types of noodles with meat and soup. Everything was fresh hot and served with alacrity and charm by the mainland waitresses.
A good lunch for just over £50 for 3 of us. Will come again."
1901,escholte,None,None,13-February-2016,"Nice Chinese decor of this in hotel restaurant with delicious northern Chinese style food. Efficient and friendly service. God choice of various foods. Left happy and full."
1902,658samf,Metro Manila,Philippines,10-February-2016,"Looking for a different Chinese Resturant over CNY, a friend recommended North- we weren't disappointed.

The food was fantastic with large servings to share and comfortable and relaxed style. Offers traditional Chinese and some dishes with a western edge ( marinated lamb skewers).

Child friendly and the wait staff attentive.

As said the crispy duck was great.
This is now on the frequent visit list"
1903,Seaton1975,Vancouver,Canada,2-February-2016,"I have eaten here a few times. It is awesome mainland Chinese food. Great regional dishes from the North and some favorites from Sichuan. Great noodle soup. Go traditional ox tail noodle soup. The dumplings in spicy sauce were a hit at our table. They also have my favorite Ma Po Tofu. They nailed the Pork belly. Definitely try. They are making all the noodles on spot. Fresh with good atmosphere."
1904,GrantDSmith,None,None,1-February-2016,"Wonderful food and great surroundings. Very helpful staff and great location. The duck pancake is worth a try!"
1905,Anil S,None,None,25-January-2016,"Great place to be at the time to welcome new year. Great hotel property as big that you may be lost. Enjoy the mall, big bands, gandola ride and shop till you drop."
1906,B9072DKadams,None,None,20-January-2016,"Great Szechuan food here in nice surroundings. Tried North in the Sands Cotai also and both the service and food were not as good as the Venetian (even when ordering the same dishes). Well worth a try"
1907,handokolie,Jakarta,Indonesia,6-January-2016,"This restaurant is focusing on north China's dishes.. All of the foods in the menu are spicy but you can ask for no spicy.. The ambience is great,the waitress are good,not too expensive either,better than you eat in food court.. Non smoking restaurant here,I don't see any western people here,all Asian.. And this restaurant's signature is noodle,the noodle is so yummy but it's nothing my 2.7 years old baby can eat here"
1908,shalu16,None,None,15-December-2015,"A place to be. Awesome big room,beautiful location.perfect honeymoon destination.being honeymoon couple,room was properly decorated,we got a cake in the morning. awsome service."
1909,Bryan G,None,None,10-December-2015,"A nice restaurant with good food, although some of the dumpling dishes were a little bland. Better prices than the other restaurants in The Venetian, so good value for good food. Would definitely visit again."
1910,sunnyozzies,None,None,14-November-2015,"Firstly i would like to say my husband and i were made to feel so welcomed. The crowds were huge but there was so much staff so everyone was given the very same royal treatment.
We had a very grand suite and it was absolutely spotless! And if i could've fit the bed in my suitcase i would've.
There is so much to do in Macau other than shopping and trying your luck but if you are a bit of a shopper and like a punt this is absolutely the place for you. Little (big) VEGAS! It certainty kept entertained the whole time.
I think when we visit again we might try a cooler time of year because its was the warmest weather i have ever been in, however everywhere is aircondiotioned and the heat didn't really stop us from getting out and exploring.
I would definitly make the suggestion to go and see the saint Pauls ruins and do the signed walk through the old town, had a very strong Portuguese feel to the place and we loved it!

Dont forget to try the little egg custards and even though they dont look totally appealing the compressed meats that nearly every market stall sell taste better than they look...

The Venetian Macau we shall meet again!"
1911,parvinranderia,None,None,29-October-2015,"This area has a man-made sky above which looks very natural. The gondala ride is a complimentary for one person only."
1912,Bharat_Tank,None,None,25-October-2015,"this is better version of Kingdom of Dreams which I saw in India (Delhi NCR). I never felt that the ambience created was man made, it was so natural and full of action. do not forget to take boat ride."
1913,Raymandman,Bharuch,India,19-October-2015,"During our Macau group tour in 2011,we stayed in Venetian Hotel.Our breakfast was arranged in this restaurant.The ambiance of the place was very good.Nicely decorated ,more with the Chinese feel.The restaurant was very crowded and noisy due to several groups taking food together..It seems many of the tour operators from India and China,bring their tourists here for the breakfast.They had prepared many Indian varieties with very good Indian taste.The cold drink was available unlimited with the different brands.This was the best accompanying means with the food,for children and ladies..The best preparation was, grilled vegetables and another was cheese,cherry,pineapple canopy.We all enjoyed it a lot.Many types of noodles and accompanying stuff was served,which was relished by the Chinese tourists a lot.Over all the place was enjoyable with Indian Food.Rakesh Agrawal,Gujarat,India"
1914,Usha65,None,None,15-October-2015,"We had break fast here. The food is good not so extraordinary though. Indian food was not good at all. The chinese food was good. Ambience is very good."
1915,kianac2015,Chiyoda,Japan,3-October-2015,"I used to be here atleast twice a week, now kids are older and its hard to be out all the time.
North is our (my friends, colleagues, husbands) favourite cheap place to eat. You really need a group of friends to go here, as it is a bit pricey if its just two people, plus you want to try most of the stuff on the menu and you just cant with two people, too much food.
The staff are always accommodating and friendly, even with the little english they know.
Definitely a must place to eat when you are in Macau next."
1916,MaumauShanghai,None,None,3-October-2015,"We went for a very late lunch. Noodle dishes were very good but meat dishes were just so-so. Not very people in the restaurant so you can relax. Service was good but nothing special about this place."
1917,15PeterK,Singapore,Singapore,26-September-2015,"Whilst lacking atmosphere (it's a Casino restaurant after all) the food is very good. Ignore the atmosphere piece, if you want good Sichuan food ( and we did late at night) this won't disappoint.
Recommend the Shui Ju Yu, Woodear mushrooms, Hao Shui Gai (mouthwatering chicken) Suan La Tang ( hot and sour soup).
Not as spicy as some Sichuan but well balanced ."
1918,Coco_Ariel,None,None,20-September-2015,"My husband and I were attracted to the North by its high ranking on Tripadvisor, and it has proven worth going. Great food and reasonable prices. The staff were friendly."
1919,PKHJW,None,None,6-September-2015,"The Venetian Macau has created an indoor Venice, complete with St Mark's Square, Doge's Palace, the Bridge of Sighs and Gondolas. When you first step in it feels very surreal, as you are made to feel as if you are outside (when in fact you are in an underground shopping centre). We couldn't believe how many different streets, canals, bridges and shops are here - it is really very unique and a must see as part of a stay on the Cotai strip!"
1920,Hesh19,None,None,4-September-2015,"My favorite hotel. luxurious comfortable place. I enjoyed thier. Worth visiting, Tempting place....."
1921,J O,Manila,Philippines,1-September-2015,"Ate twice over the month and my experience vary from one to another. The first time we visited, service was so poor. The waitress was rude in entertaining our queries on food as we may not be that eloquent in communicating with her language. She was just so in a hurry to get our orders, thus, we relied on the select pictures we saw on the menu and on the brief description on some. While it was just normal to refill initially consumed tea pots with another round of hot water, she hesitated saying we need to order another fresh pot! On our second visit, the service was adversely different as the girl who got our orders was too pleasant and eager to explain to us our desired order. We enjoyed much and was lucky to have been seated despite full house. Food was expectedly great specially the hand pulled cold beef noodles, xiao ling baos, dumplings and crispy pork with black vinegar. Price was very reasonable."
1922,HkTraveller01,None,None,17-August-2015,"Excellent dumplings and noodle dishes. Spicy dishes are very spicy and not toned down for local taste. Service was efficient and loved the decor. Would definitely go back."
1923,Ets10,None,None,14-August-2015,"The restaurant serves authentic Chinese food. Well prepared fresh and tasty. Service is good. Prices reasonable. Ambiance is ok."
1924,572pawana,None,None,13-August-2015,"had a wonderful stay with my family.every corner of the hotel is well designed and crafted.it is more like a modern palace"
1925,MIchiu4,None,None,10-August-2015,"It's very seldom i find a place i immediately want to go back to. Even situated close to the horrid decoration of Venetian corridors and casino i am going back very soon - with friends.
The food was very good, hot and sour soup, marinated spinach, lamb with chilli and cumin, eggplant salad.
What was very unexpected was the price. Very affordable indeed, still at a level it doesn't constitute a special dinning occasion, i see myself going there often.
Also, the staff were very insistent on giving us a better table. And the place itself is very inviting, large, with a sort of a communal feeling. The counter surrounding the noodle station looks great (nice wood, large, generous, earthy) and i am soon going there to seat at the counter and try great looking noodles.
Near the entrance there's another area with a rather enticing wooden counter"
1926,carrisi,Singapore,Singapore,2-August-2015,"English-speaking staff. Trendy decor. Bar area for drinks before dinner come with (somehow non-spicy) fried chllies and peanuts. There is live noodle making, with bar/chairs around for the inquisitive.

Lots of great dishes to choose from, even for the Western palate. For me, my favourite (posh) Chinese restaurant in Macau."
1927,Aaron D,None,None,10-July-2015,"North is a quality restaurant in the venetian casino, Macau. Very well priced, great food and atmosphere for large or small groups. One of our favourite restaurants in Macau."
1928,william300,Bangkok,Thailand,8-July-2015,"while staying at this great hotel we dinned in at North
even though the restaurant was very bust the service tean still did a great job in maintainins athe highest level of service
we only had time to take in a few snack items all of which were very nice
great menu with lots to choose from

will come back in the future and sample more dishes"
1929,17AJ15,Gurugram (Gurgaon),India,26-May-2015,"Very good for kids and shoppers. Also you can scintillate your taste buds with variety of new foods such as Pig Ear Cold Salad."
1930,Feincook,None,None,17-May-2015,"the ambiance is great. we sat on the bar and enjoid the chefs work
the food has reach tastes and very appeling look
and the service is very attentive"
1931,Khushbu9,Mumbai,India,22-April-2015,"North at the venetian Macau has an amazing ambience. its a nice fine dinig place. very romantic. must go once. great place."
1932,djmciver2003,Sydney,Australia,18-March-2015,"If you want great food I would suggest North. It makes a great chilli chicken main and very tasty dumplings. You can also sit and see them make fresh spaghetti and pasta in the centre of the restaurant right in front of you. Interesting to watch."
1933,itaewon-mickey,Seoul,South Korea,1-March-2015,"Noodles here are great. Choice of type of noodles, toppings, soup base gives you an opportunity to sample their cuisine. A little spicy, but very good.

Only complaint here is its service. Not sure if the problem is understanding English, but almost always have problems with no delivering all dishes that were ordered.

Once you check, dishes are delivered in a reasonable time."
1934,Madeleine J,Brisbane,Australia,28-February-2015,"My family and i dined here and enjoyed it. The 'multigrain fried rice' was delicious and the dumplings were also very nice. The atmosphere is wonderful. It is a very nice place for families and is one of the best chinese restaurants in macao, in my opinion. The staff were lovely and all so attentive. We had a very lovely experience and will definitely be returning. A must try for visitors of macao"
1935,NomSutipolC,Bangkok,Thailand,15-February-2015,"Walked by North and thought that I would give this place try. A nice looking place with an open/show kitchen in the middle of the restaurant.

Ordered a Harbin beer, Xio Long Bao and pork dumplings for lunch. Total bill was MOP 178.00 with Sands discount card.

Food arrived fairly prompty. Portion size were generous and tasted pretty good.

Service was however somewhat below average. The free wifi also didn't work.

Plus point is you could watch the chefs in action making noodles etc. in the open kitchen. Interesting and quite to watch. Although I observed that that they didn't seem too concern with cleaning their hands between activities."
1936,buhalid,None,None,14-February-2015,"wonderful restaurant with spicy Chinese food good service fairly informally fairly reasonably priced spacey you can see open plan kitchen only problem their wifi does nt work"
1937,Angeline W,None,None,30-November-2014,"Is not my first time having lunch and dinner but this place is amazing , with 5 star feeling and design but reasonable price! Best recommended"
1938,Umesh P,None,None,18-November-2014,"It's situated at Venetian Macau.. If I talk about the Decor it was fabulous done.. They that live station which actually helped me asking them to make vegetarian noddles.. Good service .. Good food .. And ultimately it was delightful .."
1939,itaewon-mickey,None,None,27-August-2014,"Waiting to check in, had a quick, delicious lunch. Noodles are made right there, can see the cook prepare and cook the noodle. You choose the type of noodle, topping, and soup. Can't go wrong, delicious. Dim sum was good too"
1940,marcoaL4444TV,None,None,20-July-2014,"The restaurant is beautiful with a open kitchen where you can see how they do the food... Good service, good food, reasonable price... I don't have any negative comment... Must go!"
1941,Smiley_face1621,Zurich,Switzerland,29-June-2014,"The north restaurant is situated in Venetian Macau. The restaurant decoration is very beautiful! It's give us an atmosphere that we are in China - apart from you just walked into Venice a minute ago. Love the restaurant design. They also have a live station, which they made homemade noodle.

The food is super nice. We are not Chinese, so we try something like local chinese - they serve in a dish like a hanger where you have a meet with vegetable and then dip it in the sauce - don't know what is the name of the dish because our Chinese friends ordered it for us. Then we have this fried shrimp with sauce which is super delicious. Also, the vegetable - thought it was eggplant? a very nice dish as well.

The price is quite high though for a meal, but truly worth it! Love the dishes and the service is super awesome :))) can't remember the lady's name - but really, you did a great job!

Will be there again if I have a chance to be back in Venetian Macau!"
1942,kwokwail2020,None,None,18-January-2020,"You can taste the most delicious traditional Northern Chinese meals here in Macao Sands Cotai. The bun with roast lamb in Sichuan style is highly recommended. The staff are also friendly that they help you to get what you may not understand about the dish in Northern Chinese term. Definitely pay a visit here again!"
1943,Atarahelisha,None,None,1-January-2020,"Food is really good big serving staff also is very attentive to our needs big thank you to rock for giving excellent service👍🏻"
1944,Claire Alexis M... J,None,None,7-December-2019,"Food and people are amazing. The time we arrived Mr. Peng greeted and helped us to be comfortable and talked to us. Food was on time and always delicious! The Fried pork in black vinegar is always amazing!"
1945,Atarahelisha,None,None,20-November-2019,"Come again with my family, very perfect to dinner here. And thanks to the everybody to give us the comment for the food, very good taste"
1946,Jayson Bert M,None,None,16-October-2019,"Great food, first time to try their special banna coated with sugar and good staff and accommodating Well groomed."
1947,chriscY9029OC,None,None,30-August-2019,"Today with my friends to come here, the food were very good and very delicious, the server were very friendly and warm"
1948,asural99,None,None,24-August-2019,"We had one fried shirimp and two spicy beef noodles. all foods are great. especially' manager mr.Rock ' who is very kind and it would help to enjoy nice time at this restaurant.
직원이 정말 친절하고 메뉴고를때나 세심하게 챙겨주어서 좋았습니다. 종류가 다른 우육면, 새우 튀김을 시켰는데 맛이 예술이예요. 추천합니다."
1949,jayr103087,None,None,7-August-2019,"Very good of the lunch🥰I come with my wife and my baby, the server are very friendly and very smart. Next time I will bring my friend come to eat👍🏻"
1950,Elizajean01,None,None,30-June-2019,"We ordered stir fried lamb and cumin and it’s our first time to try. My husband is not fond of eating lamb but to my surprise, he really likes it and he will definitely order it again. I would like to commend King and Rachelle for being attentive and for giving us excellent service during our time of visit."
1951,Jayson Bert M,None,None,30-June-2019,"The food is really good and delicious, it our first time to eat this kind of food, THE STIR-FRIED LAMB AND CUMINE with my wife and it’s really good. King and Rachelle are friendly and well groomed."
1952,julesruth,None,None,23-May-2019,"This is my 2nd time to bring my friends here for dinner and all of them they really enjoy our food's plus great service staff are very attentive and friendly. I surely comeback here"
1953,Atarahelisha,None,None,16-May-2019,"We realy enjoy our lunch with good taste of noodless and dumpling big portion of food good for sharing service also is excellent all staff are friendly one of the best chinese restaurant👍🏻👍🏻👍🏻"
1954,Djmo0285,None,None,1-May-2019,"Good quality of food, many choices you can choose from, and the staff give excellent service, good job! We had a great time!"
1955,Tanya B,None,None,19-March-2019,"The ambiance of this restaurant is incredible and the food is honestly delicious!!! They have a duck meat wrap that you put your own fillings into that is really delicious!"
1956,mermaidbeauty,None,None,6-March-2019,"Handmade Lanzhou noodles with beef and egg and chive dumplings are one of my favorite it's taste very good,great combination.Great service with the team Jolie and Chow and Stella."
1957,VPuisan,Kuala Lumpur,Malaysia,6-August-2018,"Affordable and delicious North china food. Noodles are freshly pulled by chefs in the kitchen and do try the pork and cucumber sliced roll!"
1958,priscilla-rie,San Francisco,California,7-June-2018,"Came with my husband for lunch on Valentine's Day.
We did not have a reservation, the place is quite busy but we were still seated quickly.

We were able to place our order fairly quickly and the dishes came in reasonable time.
However, they give you this 6oz size tea cup, and they don't refill it without asking.
I had to flag down a staff member every time, which is unusual when compared to other restaurants I have eaten at in Macao, at this price point.

The food is well cooked, well presented and the portion is great. We ordered thinly sliced garlic pork with cucumber slices, northern style lamb pancakes and a hot and sour soup."
1959,Thegourmand76,Bressuire,France,5-June-2018,"We have been there many times and the service is always great, simple, close and modest.
We had always good food and we found it better than Venetian North, maybe because of Carry the manager that always look after you ?
Boty are good to be honnest just not goimg there too often.

Thumps up, and see you soon."
1960,Thegourmand76,Bressuire,France,18-April-2018,"We came here last January and we had a couple visiting us from Spain, we had a great lunch and the staff is a bit slow but very helpful.
Food always top, the salad, indian style lamb, cucember and pork, banana crispy...
All very nice thank you to the service team."
1961,J_tanadun,None,None,21-December-2017,"Good spice and delicious dish, especially beef fried noodles. Always dining with friends when we want some spicy food in Sands Cotai Central."
1962,Califish913,None,None,13-November-2017,"This place I must go every time I visit, love their food so much. They have very delicious dumplings and pork belly slice with cucumber and garlic sauce."
1963,JY3108,Singapore,Singapore,17-October-2017,"This is a usual restaurant for me, when I am craving for some Northern China food, a place to visit is you are craving some spicy food.

Serve nice Xiao long bao, they had got a couple of famous must try dishes on the first few pages of Their menu.

But why only four stars, well don’t e peck too much of a service, I spend 15 mins waiting at the main entrance without anyone serving or noticing me. Once you are seat they don’t even offered you anything unless you ask for it. So if you are looking for service then please don’t expect too much."
1964,liucy752,None,None,24-May-2017,"The restaurant provides Northeastern Chinese cuisine, Beijing cuisine and Sichuan cuisine. The food is delicious, service is good, and most importantly, the price is reasonable. Highly recommended."
1965,RBM21,Singapore,Singapore,10-February-2017,"The place is not so crowded which I liked so it's cozy and not noisy. Food was great and most of all - the chili oil was perfect. We love spicy food, and adding this oil to our dishes had complimented the food well and did.not kill the flavours of.the dishes served."
1966,Diana9228,Surfers Paradise,Australia,5-January-2017,"The food was fantastic - there were a group of 4 sharing plates and each dish was sensational. There was also the attraction of seeing the noodles being freshly made. I'd highly recommend this restaurant. I'd also feel very comfortable dining if I was travelling solo, as there was a range of seating, including bench style seating alongside the chef creating noodles."
1967,tedsook,Bangkok,Thailand,17-November-2016,"My girlfriend and I went to North at the Sands Hotel, Macau, in July 2016.

We weren't expecting much because there weren't many diners in, however, we decided to give it a try anyways as the prices weren't too expensive.

We order the Xiaolongbao as we've tried it from a few restaurants; namely Din Tai Fung who boasts this menu. Surprisingly, we find North's Xiaolongbao to be extremely delicious. The batter was made fresh and the filling tender with plenty of soup! We both agreed that sauce wasn't even necessary to enjoy this delicious delight.

We ordered some other dishes but the Xiaolongbao was definitely the one that stood out.

Highly recommended for anyone looking to have a delicious treat!"
1968,hkfornow,None,None,10-October-2016,"We were very disappointed with North as the food was very salty and unfortunately too spicy for us. Service was excellent though, unfortunately, the food was subpar."
1969,Nicole M,Weipa,Australia,15-September-2016,"This restaurant was a chance find whilst wandering aimlessly around the huge complex of shops and casinos. The restaurant seemed nice and we were welcomed by friendly staff. We initially had a few language barriers but we ordered 3 amazing dishes and I must say it is some of the best Chinese I have ever eaten."
1970,derekr172,None,None,5-September-2016,"This is my favourite restaurant at Sands Cotai Central Macau as they have a 5star service and food, when you are in Macao don't forget to visit North SCC.. you will surely love it as i do.."
1971,edwinbs,Singapore,Singapore,10-July-2016,"Perhaps this restaurant is just not to our taste, with their xiao long bao and dumplings thick-skinned, noodle chewy, and everything vinegared. But the chong qing chicken (i.e. fried chicken buried in fried chili slices) is quite nice. Or we are too used to how  northern  foods are cooked in Singapore.

Read a review from someone from northern China, not mine :)"
